"GeneID"	"Cluster"
"90"	"RACK1"	"cluster1"
"91"	"RPL24"	"cluster1"
"92"	"RPL23"	"cluster1"
"93"	"RPL32"	"cluster1"
"94"	"SH3RF3"	"cluster1"
"95"	"SLC43A1"	"cluster1"
"96"	"COQ8A"	"cluster1"
"97"	"PODN"	"cluster1"
"98"	"GKAP1"	"cluster1"
"99"	"TIMM21"	"cluster1"
"100"	"CDKN1B"	"cluster1"
"101"	"METAP1D"	"cluster1"
"102"	"EMG1"	"cluster1"
"103"	"ING4"	"cluster1"
"104"	"UBE3D"	"cluster1"
"105"	"RNASEH2B"	"cluster1"
"106"	"FXN"	"cluster1"
"107"	"NUDCD2"	"cluster1"
"108"	"RBMX2"	"cluster1"
"109"	"STC2"	"cluster1"
"110"	"KIF26A"	"cluster1"
"111"	"VAX2"	"cluster1"
"112"	"PHLDA1"	"cluster1"
"113"	"MYC"	"cluster1"
"114"	"SLCO5A1"	"cluster1"
"115"	"FGF11"	"cluster1"
"116"	"OSBPL5"	"cluster1"
"117"	"SLC7A5"	"cluster1"
"118"	"MGRN1"	"cluster1"
"119"	"MYBBP1A"	"cluster1"
"120"	"SDR39U1"	"cluster1"
"121"	"KIF7"	"cluster1"
"122"	"LRP5"	"cluster1"
"123"	"NOTCH1"	"cluster1"
"124"	"INSM1"	"cluster1"
"125"	"MEX3A"	"cluster1"
"126"	"SOX11"	"cluster1"
"127"	"ONECUT2"	"cluster1"
"128"	"MORC2"	"cluster1"
"129"	"GLCCI1"	"cluster1"
"130"	"TOX3"	"cluster1"
"131"	"BAZ1A"	"cluster1"
"132"	"PNN"	"cluster1"
"133"	"FAM76B"	"cluster1"
"134"	"CEP57"	"cluster1"
"135"	"MBTD1"	"cluster1"
"136"	"G2E3"	"cluster1"
"137"	"SMC6"	"cluster1"
"138"	"NFATC2IP"	"cluster1"
"139"	"ZNF496"	"cluster1"
"140"	"RAF1"	"cluster1"
"141"	"DVL2"	"cluster1"
"142"	"MDC1"	"cluster1"
"143"	"UIMC1"	"cluster1"
"144"	"UNK"	"cluster1"
"145"	"USP13"	"cluster1"
"146"	"GSPT2"	"cluster1"
"147"	"ARMCX1"	"cluster1"
"148"	"BRD8"	"cluster1"
"149"	"TRIM9"	"cluster1"
"150"	"NLGN1"	"cluster1"
"151"	"SCN3A"	"cluster1"
"152"	"ALDH1L2"	"cluster1"
"153"	"ETS1"	"cluster1"
"154"	"CTNNA3"	"cluster1"
"155"	"PCSK6"	"cluster1"
"156"	"HMGN5"	"cluster1"
"157"	"CRYL1"	"cluster1"
"158"	"MOB3B"	"cluster1"
"159"	"KBTBD13"	"cluster1"
"160"	"JPH2"	"cluster1"
"161"	"DAND5"	"cluster1"
"162"	"LCAT"	"cluster1"
"163"	"RPL17"	"cluster1"
"164"	"TAF1D"	"cluster1"
"165"	"C11orf98"	"cluster1"
"166"	"RAC3"	"cluster1"
"167"	"OLIG1"	"cluster1"
"168"	"DLL1"	"cluster1"
"169"	"NKAIN4"	"cluster1"
"170"	"FAM181B"	"cluster1"
"171"	"GADD45G"	"cluster1"
"172"	"RSPO4"	"cluster1"
"173"	"IGFN1"	"cluster1"
"174"	"CYP3A43"	"cluster1"
"175"	"FBXW12"	"cluster1"
"176"	"LRRN4"	"cluster1"
"177"	"TSSK3"	"cluster1"
"178"	"HSD17B1"	"cluster1"
"179"	"STAG3"	"cluster1"
"180"	"MST1R"	"cluster1"
"181"	"NKPD1"	"cluster1"
"182"	"GIPR"	"cluster1"
"183"	"TKTL2"	"cluster1"
"184"	"PDE6C"	"cluster1"
"185"	"TDRP"	"cluster1"
"186"	"SFXN2"	"cluster1"
"187"	"CLEC2D"	"cluster1"
"188"	"KLRK1"	"cluster1"
"189"	"PARD6G"	"cluster1"
"190"	"NT5DC2"	"cluster1"
"191"	"SCARF2"	"cluster1"
"192"	"BTG1"	"cluster1"
"193"	"ING1"	"cluster1"
"194"	"GEMIN2"	"cluster1"
"195"	"PYCR1"	"cluster1"
"196"	"SHMT2"	"cluster1"
"197"	"ALDH18A1"	"cluster1"
"198"	"BZW2"	"cluster1"
"199"	"LAPTM4B"	"cluster1"
"200"	"TMEM45A"	"cluster1"
"201"	"MASTL"	"cluster1"
"202"	"SUV39H2"	"cluster1"
"203"	"KDM4D"	"cluster1"
"204"	"RHNO1"	"cluster1"
"205"	"TFAP2A"	"cluster1"
"206"	"PIF1"	"cluster1"
"207"	"VASH2"	"cluster1"
"208"	"CCND2"	"cluster1"
"209"	"RARA"	"cluster1"
"210"	"TRAF4"	"cluster1"
"211"	"UHRF1"	"cluster1"
"212"	"SESN2"	"cluster1"
"213"	"TRIB3"	"cluster1"
"214"	"GGCT"	"cluster1"
"215"	"R3HDM4"	"cluster1"
"216"	"COQ2"	"cluster1"
"217"	"RCN1"	"cluster1"
"218"	"SNRPG"	"cluster1"
"219"	"TBCA"	"cluster1"
"220"	"GEMIN6"	"cluster1"
"221"	"HNRNPAB"	"cluster1"
"222"	"LSM8"	"cluster1"
"223"	"ZCCHC3"	"cluster1"
"224"	"RBM38"	"cluster1"
"225"	"LSM5"	"cluster1"
"226"	"POLD2"	"cluster1"
"227"	"FOXN4"	"cluster1"
"228"	"REXO5"	"cluster1"
"229"	"KIF22"	"cluster1"
"230"	"SPC25"	"cluster1"
"231"	"RECQL4"	"cluster1"
"232"	"TEDC2"	"cluster1"
"233"	"CDCA3"	"cluster1"
"234"	"PLK1"	"cluster1"
"235"	"ARHGEF39"	"cluster1"
"236"	"MXD3"	"cluster1"
"237"	"FANCG"	"cluster1"
"238"	"RFC4"	"cluster1"
"239"	"DUT"	"cluster1"
"240"	"DDX11"	"cluster1"
"241"	"CCHCR1"	"cluster1"
"242"	"MSH5.SAPCD1"	"cluster1"
"243"	"DDX27"	"cluster1"
"244"	"AAAS"	"cluster1"
"245"	"CNTROB"	"cluster1"
"246"	"CERS5"	"cluster1"
"247"	"TARBP2"	"cluster1"
"248"	"ACTR5"	"cluster1"
"249"	"PPAN"	"cluster1"
"250"	"PSMG4"	"cluster1"
"251"	"SNX15"	"cluster1"
"252"	"TJAP1"	"cluster1"
"253"	"PPOX"	"cluster1"
"254"	"RPS6KB2"	"cluster1"
"255"	"ADAMTS10"	"cluster1"
"256"	"ANKLE1"	"cluster1"
"257"	"CEP95"	"cluster1"
"258"	"MSH5"	"cluster1"
"259"	"MYO19"	"cluster1"
"260"	"CLDN15"	"cluster1"
"261"	"RGL2"	"cluster1"
"262"	"ATRIP"	"cluster1"
"263"	"CGN"	"cluster1"
"264"	"DNAH1"	"cluster1"
"265"	"SLC9A3"	"cluster1"
"266"	"ASB16"	"cluster1"
"267"	"C19orf71"	"cluster1"
"268"	"RTEL1"	"cluster1"
"269"	"ACAP3"	"cluster1"
"270"	"CHTF18"	"cluster1"
"271"	"DOT1L"	"cluster1"
"272"	"AARSD1"	"cluster1"
"273"	"RPAIN"	"cluster1"
"274"	"TRO"	"cluster1"
"275"	"FAM189B"	"cluster1"
"276"	"PLCXD1"	"cluster1"
"277"	"EPOR"	"cluster1"
"278"	"MUSTN1"	"cluster1"
"279"	"NANOGP8"	"cluster1"
"280"	"U2AF1L5"	"cluster1"
"281"	"KRT12"	"cluster1"
"282"	"SNORA80B"	"cluster1"
"283"	"TRA2A"	"cluster1"
"284"	"RBM48"	"cluster1"
"285"	"GATAD1"	"cluster1"
"286"	"PEX1"	"cluster1"
"287"	"SNRNP48"	"cluster1"
"288"	"TUBE1"	"cluster1"
"289"	"CENPJ"	"cluster1"
"290"	"DNA2"	"cluster1"
"291"	"CCDC14"	"cluster1"
"292"	"PAN2"	"cluster1"
"293"	"FNBP4"	"cluster1"
"294"	"PRPF39"	"cluster1"
"295"	"TIA1"	"cluster1"
"296"	"FAM217A"	"cluster1"
"297"	"FRG2C"	"cluster1"
"298"	"FPGT.TNNI3K"	"cluster1"
"299"	"ERVW.1"	"cluster1"
"300"	"FAM186B"	"cluster1"
"301"	"CYP3A7"	"cluster1"
"302"	"BBS1"	"cluster1"
"303"	"ZNF23"	"cluster1"
"304"	"KRT77"	"cluster1"
"305"	"CST6"	"cluster1"
"306"	"SOAT2"	"cluster1"
"307"	"AGTR2"	"cluster1"
"308"	"CDKL4"	"cluster1"
"309"	"MYOC"	"cluster1"
"310"	"TRHR"	"cluster1"
"311"	"SLC26A7"	"cluster1"
"312"	"SLC6A19"	"cluster1"
"313"	"SNORA40B"	"cluster1"
"314"	"SNORD32B"	"cluster1"
"315"	"CLDN3"	"cluster1"
"316"	"SLC44A4"	"cluster1"
"317"	"CTSE"	"cluster1"
"318"	"KRT20"	"cluster1"
"319"	"MUC13"	"cluster1"
"320"	"CDHR5"	"cluster1"
"321"	"MYO1H"	"cluster1"
"322"	"C14orf180"	"cluster1"
"323"	"MCIDAS"	"cluster1"
"324"	"DOK7"	"cluster1"
"325"	"FHIT"	"cluster1"
"326"	"SKAP1"	"cluster1"
"327"	"FAM160A1"	"cluster1"
"328"	"PRLR"	"cluster1"
"329"	"UGT1A6"	"cluster1"
"330"	"NUTM1"	"cluster1"
"331"	"TMCO5A"	"cluster1"
"332"	"ECEL1"	"cluster1"
"333"	"WNT6"	"cluster1"
"334"	"EBF3"	"cluster1"
"335"	"KLHL14"	"cluster1"
"336"	"TMEM114"	"cluster1"
"337"	"MAFA"	"cluster1"
"338"	"ESPN"	"cluster1"
"339"	"ONECUT3"	"cluster1"
"340"	"NTF3"	"cluster1"
"341"	"SLC6A3"	"cluster1"
"342"	"GPR50"	"cluster1"
"343"	"RFLNA"	"cluster1"
"344"	"IRF4"	"cluster1"
"345"	"THSD7B"	"cluster1"
"346"	"ADAMTS2"	"cluster1"
"347"	"SMOC2"	"cluster1"
"348"	"TFAP2C"	"cluster1"
"349"	"TWIST2"	"cluster1"
"350"	"BARX2"	"cluster1"
"351"	"EFCC1"	"cluster1"
"352"	"ALX4"	"cluster1"
"353"	"SLFN12L"	"cluster1"
"354"	"PCDHA2"	"cluster1"
"355"	"KAZALD1"	"cluster1"
"356"	"EDA"	"cluster1"
"357"	"PTGFR"	"cluster1"
"358"	"PCDHGA1"	"cluster1"
"359"	"FIBCD1"	"cluster1"
"360"	"TRPC4"	"cluster1"
"361"	"ELFN1"	"cluster1"
"362"	"DCC"	"cluster1"
"363"	"ADAMTS17"	"cluster1"
"364"	"LHX4"	"cluster1"
"365"	"KCNG2"	"cluster1"
"366"	"HAGHL"	"cluster1"
"367"	"ZFPM1"	"cluster1"
"368"	"OTOP2"	"cluster1"
"369"	"UCMA"	"cluster1"
"370"	"APOBEC1"	"cluster1"
"371"	"IL17F"	"cluster1"
"372"	"PGLYRP2"	"cluster1"
"373"	"PCDHGA6"	"cluster1"
"374"	"RSPH6A"	"cluster1"
"375"	"BSX"	"cluster1"
"376"	"F13B"	"cluster1"
"377"	"GLOD5"	"cluster1"
"378"	"KLF14"	"cluster1"
"379"	"DACT2"	"cluster1"
"380"	"TCF15"	"cluster1"
"381"	"ACTC1"	"cluster1"
"382"	"KCNS3"	"cluster1"
"383"	"PLPP7"	"cluster1"
"384"	"PNLIP"	"cluster1"
"385"	"C12orf56"	"cluster1"
"386"	"IGHV2OR16.5"	"cluster1"
"387"	"PIWIL1"	"cluster1"
"388"	"SDR42E1"	"cluster1"
"389"	"SLC35F4"	"cluster1"
"390"	"KRT9"	"cluster1"
"391"	"GLI1"	"cluster1"
"392"	"INHBE"	"cluster1"
"393"	"ZNF575"	"cluster1"
"394"	"FAM43B"	"cluster1"
"395"	"PPP1R3G"	"cluster1"
"396"	"LANCL3"	"cluster1"
"397"	"MT3"	"cluster1"
"398"	"TLCD1"	"cluster1"
"399"	"PCDHGA9"	"cluster1"
"400"	"SLC12A7"	"cluster1"
"401"	"CA2"	"cluster1"
"402"	"DLC1"	"cluster1"
"403"	"BHLHE40"	"cluster1"
"404"	"SLC35G2"	"cluster1"
"405"	"EYA2"	"cluster1"
"406"	"PIPOX"	"cluster1"
"407"	"AK4"	"cluster1"
"408"	"TMEM221"	"cluster1"
"409"	"HSPB7"	"cluster1"
"410"	"P2RY2"	"cluster1"
"411"	"CLYBL"	"cluster1"
"412"	"LGR6"	"cluster1"
"413"	"RYR3"	"cluster1"
"414"	"FGGY"	"cluster1"
"415"	"GPR1"	"cluster1"
"416"	"GSX2"	"cluster1"
"417"	"ELL3"	"cluster1"
"418"	"ALDH3A1"	"cluster1"
"419"	"CCDC65"	"cluster1"
"420"	"ENO4"	"cluster1"
"421"	"C5orf49"	"cluster1"
"422"	"GAS2L2"	"cluster1"
"423"	"FZD1"	"cluster1"
"424"	"MDFIC"	"cluster1"
"425"	"ARHGAP18"	"cluster1"
"426"	"MAP3K20"	"cluster1"
"427"	"CA3"	"cluster1"
"428"	"EYA4"	"cluster1"
"429"	"GUCY2C"	"cluster1"
"430"	"AP1S3"	"cluster1"
"431"	"GSAP"	"cluster1"
"432"	"AQP5"	"cluster1"
"433"	"CMYA5"	"cluster1"
"434"	"CYP39A1"	"cluster1"
"435"	"DSG2"	"cluster1"
"436"	"KLHDC7A"	"cluster1"
"437"	"PLD5"	"cluster1"
"438"	"ADAMTS3"	"cluster1"
"439"	"NTNG1"	"cluster1"
"440"	"PCSK5"	"cluster1"
"441"	"CDH4"	"cluster1"
"442"	"GRIK1"	"cluster1"
"443"	"EFNB2"	"cluster1"
"444"	"OCIAD2"	"cluster1"
"445"	"EID3"	"cluster1"
"446"	"RAB36"	"cluster1"
"447"	"FAR2"	"cluster1"
"448"	"TRANK1"	"cluster1"
"449"	"C1QTNF2"	"cluster1"
"450"	"KIAA1614"	"cluster1"
"451"	"PASK"	"cluster1"
"452"	"CHODL"	"cluster1"
"453"	"ADAMTS18"	"cluster1"
"454"	"CLRN1"	"cluster1"
"455"	"NOS2"	"cluster1"
"456"	"TRDC"	"cluster1"
"457"	"HOXB4"	"cluster1"
"458"	"WNT16"	"cluster1"
"459"	"CHRNA1"	"cluster1"
"460"	"DMRTA2"	"cluster1"
"461"	"MOXD1"	"cluster1"
"462"	"STAC"	"cluster1"
"463"	"FMOD"	"cluster1"
"464"	"NPNT"	"cluster1"
"465"	"SELENOV"	"cluster1"
"466"	"SALL4"	"cluster1"
"467"	"TENM1"	"cluster1"
"468"	"NINL"	"cluster1"
"469"	"ACCS"	"cluster1"
"470"	"PABPC1L"	"cluster1"
"471"	"CAPN12"	"cluster1"
"472"	"SPAG4"	"cluster1"
"473"	"COL5A3"	"cluster1"
"474"	"TRAF1"	"cluster1"
"475"	"RADIL"	"cluster1"
"476"	"PRR7"	"cluster1"
"477"	"SSBP4"	"cluster1"
"478"	"FAM98C"	"cluster1"
"479"	"ISOC2"	"cluster1"
"480"	"NAT14"	"cluster1"
"481"	"CLEC11A"	"cluster1"
"482"	"EPN1"	"cluster1"
"483"	"IL11"	"cluster1"
"484"	"CBARP"	"cluster1"
"485"	"SPATA2L"	"cluster1"
"486"	"GJD3"	"cluster1"
"487"	"LINGO3"	"cluster1"
"488"	"SPTBN5"	"cluster1"
"489"	"SCN9A"	"cluster1"
"490"	"ALDH1A3"	"cluster1"
"491"	"SEMA3A"	"cluster1"
"492"	"THBS4"	"cluster1"
"493"	"PODNL1"	"cluster1"
"494"	"TRPM8"	"cluster1"
"495"	"HS3ST3A1"	"cluster1"
"496"	"CNIH3"	"cluster1"
"497"	"ITGA3"	"cluster1"
"498"	"ARSJ"	"cluster1"
"499"	"POSTN"	"cluster1"
"500"	"DUSP5"	"cluster1"
"501"	"PHLDA2"	"cluster1"
"502"	"ARC"	"cluster1"
"503"	"GADD45A"	"cluster1"
"504"	"SERPINE1"	"cluster1"
"505"	"TMEM158"	"cluster1"
"506"	"SPRED3"	"cluster1"
"507"	"GPR3"	"cluster1"
"508"	"SPRY4"	"cluster1"
"509"	"GAP43"	"cluster1"
"510"	"ARL4C"	"cluster1"
"511"	"ARNTL2"	"cluster1"
"512"	"CPA4"	"cluster1"
"513"	"KRT80"	"cluster1"
"514"	"LTBP2"	"cluster1"
"515"	"COL6A3"	"cluster1"
"516"	"LUM"	"cluster1"
"517"	"LOX"	"cluster1"
"518"	"PLEK2"	"cluster1"
"519"	"ADAM12"	"cluster1"
"520"	"KDELR3"	"cluster1"
"521"	"LMNA"	"cluster1"
"522"	"NUAK2"	"cluster1"
"523"	"PLP2"	"cluster1"
"524"	"OSMR"	"cluster1"
"525"	"TAGLN2"	"cluster1"
"526"	"CLIC1"	"cluster1"
"527"	"MSN"	"cluster1"
"528"	"GDF15"	"cluster1"
"529"	"LGALS3"	"cluster1"
"530"	"EMILIN2"	"cluster1"
"531"	"SLC43A3"	"cluster1"
"532"	"IL9R"	"cluster1"
"533"	"NFE2L3"	"cluster1"
"534"	"RAB38"	"cluster1"
"535"	"GPR25"	"cluster1"
"536"	"SCML4"	"cluster1"
"537"	"IL13RA2"	"cluster1"
"538"	"KMO"	"cluster1"
"539"	"CAPN6"	"cluster1"
"540"	"GDF3"	"cluster1"
"541"	"GDF5"	"cluster1"
"542"	"MEI1"	"cluster1"
"543"	"ACAP1"	"cluster1"
"544"	"FOXP3"	"cluster1"
"545"	"ALKAL2"	"cluster1"
"546"	"KIRREL2"	"cluster1"
"547"	"TBATA"	"cluster1"
"548"	"RAB7B"	"cluster1"
"549"	"GPD1"	"cluster1"
"550"	"SLC13A3"	"cluster1"
"551"	"CBR1"	"cluster1"
"552"	"SHROOM1"	"cluster1"
"553"	"RENBP"	"cluster1"
"554"	"OTOA"	"cluster1"
"555"	"ACP5"	"cluster1"
"556"	"GPNMB"	"cluster1"
"557"	"TSPAN1"	"cluster1"
"558"	"TANGO2"	"cluster1"
"559"	"UNC5B"	"cluster1"
"560"	"ANGPTL4"	"cluster1"
"561"	"CD55"	"cluster1"
"562"	"MYLK"	"cluster1"
"563"	"PAMR1"	"cluster1"
"564"	"PRG2"	"cluster1"
"565"	"TMC4"	"cluster1"
"566"	"MUC3A"	"cluster1"
"567"	"NODAL"	"cluster1"
"568"	"ACE"	"cluster1"
"569"	"MMP25"	"cluster1"
"570"	"PCDH12"	"cluster1"
"571"	"TNFRSF4"	"cluster1"
"572"	"SIX2"	"cluster1"
"573"	"IGF2"	"cluster1"
"574"	"ADAMTS7"	"cluster1"
"575"	"FOXD2"	"cluster1"
"576"	"TBX21"	"cluster1"
"577"	"CDC42EP5"	"cluster1"
"578"	"FBLIM1"	"cluster1"
"579"	"IGFBP4"	"cluster1"
"580"	"SUSD2"	"cluster1"
"581"	"ACTA2"	"cluster1"
"582"	"ACTG2"	"cluster1"
"583"	"FRZB"	"cluster1"
"584"	"ATP2A3"	"cluster1"
"585"	"PROCR"	"cluster1"
"586"	"HCAR2"	"cluster1"
"587"	"HCAR3"	"cluster1"
"588"	"MMP11"	"cluster1"
"589"	"MMP9"	"cluster1"
"590"	"SEMA3F"	"cluster1"
"591"	"STC1"	"cluster1"
"592"	"DMP1"	"cluster1"
"593"	"MYL4"	"cluster1"
"594"	"BPIFC"	"cluster1"
"595"	"MMP13"	"cluster1"
"596"	"TRPC6"	"cluster1"
"597"	"MYO5B"	"cluster1"
"598"	"NPR3"	"cluster1"
"599"	"PRSS12"	"cluster1"
"600"	"TFAP2B"	"cluster1"
"601"	"C9orf40"	"cluster1"
"602"	"RDM1"	"cluster1"
"603"	"DIAPH3"	"cluster1"
"604"	"RPA3"	"cluster1"
"605"	"CCDC34"	"cluster1"
"606"	"AUNIP"	"cluster1"
"607"	"CHAF1B"	"cluster1"
"608"	"ZIC1"	"cluster1"
"609"	"ZIC4"	"cluster1"
"610"	"SPATA32"	"cluster1"
"611"	"TBX15"	"cluster1"
"612"	"IRGM"	"cluster1"
"613"	"KCP"	"cluster1"
"614"	"METTL11B"	"cluster1"
"615"	"TNFRSF19"	"cluster1"
"616"	"KLHDC8A"	"cluster1"
"617"	"PTX3"	"cluster1"
"618"	"BLM"	"cluster1"
"619"	"CDCA7L"	"cluster1"
"620"	"MEIS1"	"cluster1"
"621"	"STK32B"	"cluster1"
"622"	"GPR139"	"cluster1"
"623"	"LRRK2"	"cluster1"
"624"	"IGSF9"	"cluster1"
"625"	"ISL2"	"cluster1"
"626"	"OTP"	"cluster1"
"627"	"EN1"	"cluster1"
"628"	"HOXD13"	"cluster1"
"629"	"CCER2"	"cluster1"
"630"	"PMFBP1"	"cluster1"
"631"	"CEP135"	"cluster1"
"632"	"RAD54B"	"cluster1"
"633"	"E2F8"	"cluster1"
"634"	"STIL"	"cluster1"
"635"	"CLSPN"	"cluster1"
"636"	"DEPDC1"	"cluster1"
"637"	"FAM83D"	"cluster1"
"638"	"GAS2L3"	"cluster1"
"639"	"DDIAS"	"cluster1"
"640"	"PARPBP"	"cluster1"
"641"	"CENPK"	"cluster1"
"642"	"DEPDC1B"	"cluster1"
"643"	"NEIL3"	"cluster1"
"644"	"KIF18A"	"cluster1"
"645"	"AURKA"	"cluster1"
"646"	"CCNB1"	"cluster1"
"647"	"NEK2"	"cluster1"
"648"	"CEP55"	"cluster1"
"649"	"SHCBP1"	"cluster1"
"650"	"ERCC6L"	"cluster1"
"651"	"MELK"	"cluster1"
"652"	"NUF2"	"cluster1"
"653"	"KIF4A"	"cluster1"
"654"	"ASPM"	"cluster1"
"655"	"KIF14"	"cluster1"
"656"	"CENPE"	"cluster1"
"657"	"CDCA2"	"cluster1"
"658"	"DLGAP5"	"cluster1"
"659"	"PRR11"	"cluster1"
"660"	"BRCA1"	"cluster1"
"661"	"CENPL"	"cluster1"
"662"	"NCAPG2"	"cluster1"
"663"	"SMC4"	"cluster1"
"664"	"CENPI"	"cluster1"
"665"	"ECT2"	"cluster1"
"666"	"SGO2"	"cluster1"
"667"	"CDKN2C"	"cluster1"
"668"	"HMGB2"	"cluster1"
"669"	"DTYMK"	"cluster1"
"670"	"CKS1B"	"cluster1"
"671"	"POLA2"	"cluster1"
"672"	"CHEK2"	"cluster1"
"673"	"CDK2"	"cluster1"
"674"	"LRR1"	"cluster1"
"675"	"CDCA4"	"cluster1"
"676"	"NRM"	"cluster1"
"677"	"SDC1"	"cluster1"
"678"	"RBBP8"	"cluster1"
"679"	"RBL1"	"cluster1"
"680"	"FAM72C"	"cluster1"
"681"	"FAM72D"	"cluster1"
"682"	"CKS2"	"cluster1"
"683"	"CDC25A"	"cluster1"
"684"	"CHEK1"	"cluster1"
"685"	"TRAIP"	"cluster1"
"686"	"CENPH"	"cluster1"
"687"	"EME1"	"cluster1"
"688"	"E2F2"	"cluster1"
"689"	"ORC1"	"cluster1"
"690"	"RAD54L"	"cluster1"
"691"	"CDC20"	"cluster1"
"692"	"CDCA8"	"cluster1"
"693"	"KIF2C"	"cluster1"
"694"	"WDR62"	"cluster1"
"695"	"NDC80"	"cluster1"
"696"	"SKA1"	"cluster1"
"697"	"CDC25C"	"cluster1"
"698"	"CENPA"	"cluster1"
"699"	"MAD2L1"	"cluster1"
"700"	"UBE2C"	"cluster1"
"701"	"AURKB"	"cluster1"
"702"	"BIRC5"	"cluster1"
"703"	"KIFC1"	"cluster1"
"704"	"PIMREG"	"cluster1"
"705"	"FOXM1"	"cluster1"
"706"	"MKI67"	"cluster1"
"707"	"TOP2A"	"cluster1"
"708"	"CCNA2"	"cluster1"
"709"	"ESPL1"	"cluster1"
"710"	"TROAP"	"cluster1"
"711"	"IQGAP3"	"cluster1"
"712"	"SKA3"	"cluster1"
"713"	"GTSE1"	"cluster1"
"714"	"HJURP"	"cluster1"
"715"	"CENPF"	"cluster1"
"716"	"NUSAP1"	"cluster1"
"717"	"KIF20A"	"cluster1"
"718"	"NCAPG"	"cluster1"
"719"	"TPX2"	"cluster1"
"720"	"BUB1"	"cluster1"
"721"	"CKAP2L"	"cluster1"
"722"	"HASPIN"	"cluster1"
"723"	"CDK1"	"cluster1"
"724"	"PBK"	"cluster1"
"725"	"ZWINT"	"cluster1"
"726"	"KIF11"	"cluster1"
"727"	"MCM10"	"cluster1"
"728"	"CENPW"	"cluster1"
"729"	"CDT1"	"cluster1"
"730"	"PKMYT1"	"cluster1"
"731"	"CHAF1A"	"cluster1"
"732"	"CDCA5"	"cluster1"
"733"	"E2F1"	"cluster1"
"734"	"TYMS"	"cluster1"
"735"	"TACC3"	"cluster1"
"736"	"CENPM"	"cluster1"
"737"	"TK1"	"cluster1"
"738"	"SPC24"	"cluster1"
"739"	"CDC45"	"cluster1"
"740"	"MYBL2"	"cluster1"
